date,daily_vaccinations_per_million
2021-01-12,1652
2021-01-13,1902
2021-01-14,1914
2021-01-15,1797
2021-01-16,1679
2021-01-17,1562
2021-01-18,1472
2021-01-19,1381
2021-01-20,1290
2021-01-21,1322
2021-01-22,1354
2021-01-23,1386
2021-01-24,1418
2021-01-25,1327
2021-01-26,1236
2021-01-27,1146
2021-01-28,1270
2021-01-29,1395
2021-01-30,1519
2021-01-31,1643
2021-02-01,1644
2021-02-02,1645
2021-02-03,1646
2021-02-04,1548
2021-02-05,1450
2021-02-06,1314
2021-02-07,1177
2021-02-08,1081
2021-02-09,1044
2021-02-10,1108
2021-02-11,1056
2021-02-12,997
2021-02-13,953
2021-02-14,910
2021-02-15,1077
2021-02-16,1315
2021-02-17,1569
2021-02-18,1892
2021-02-19,2183
2021-02-20,2366
2021-02-21,2373
2021-02-22,2287
2021-02-23,2301
2021-02-24,2328
2021-02-25,2403
2021-02-26,2470
2021-02-27,2476
2021-02-28,2483
2021-03-01,2513
2021-03-02,2527
2021-03-03,2485
2021-03-04,2440
2021-03-05,2524
2021-03-06,2522
2021-03-07,2488
2021-03-08,2608
2021-03-09,2677
2021-03-10,2695
2021-03-11,2767
2021-01-21,
2021-01-22,1058
2021-01-23,1623
2021-01-24,1823
2021-01-25,1917
2021-01-26,3128
2021-01-27,3975
2021-01-28,4575
2021-01-29,5398
2021-01-30,5692
2021-01-31,5974
2021-02-01,6268
2021-02-02,5739
2021-02-03,6680
2021-02-04,6609
2021-02-05,5657
2021-02-06,6104
2021-02-07,6162
2021-02-08,6233
2021-02-09,6256
2021-02-10,4833
2021-02-11,4375
2021-02-12,4351
2021-02-13,4445
2021-02-14,4175
2021-02-15,3951
2021-02-16,3775
2021-02-17,3975
2021-02-18,4163
2021-02-19,7280
2021-02-20,6186
2021-02-21,6327
2021-02-22,6398
2021-02-23,6327
2021-02-24,5904
2021-02-25,5880
2021-02-26,4598
2021-02-27,6139
2021-02-28,6645
2021-03-01,7044
2021-03-02,7973
2021-03-03,8573
2021-03-04,7797
2021-03-05,6715
2021-03-06,5845
2021-03-07,5621
2021-03-08,5186
2021-03-09,5692
2021-03-10,6550
2021-03-11,8385
2021-03-12,9926
2021-03-13,11290
2021-03-14,12148
2020-12-19,
2020-12-20,851
2020-12-21,1864
2020-12-22,2962
2020-12-23,4041
2020-12-24,4934
2020-12-25,4858
2020-12-26,4707
2020-12-27,6320
2020-12-28,8153
2020-12-29,10014
2020-12-30,11522
2020-12-31,12943
2021-01-01,13494
2021-01-02,14147
2021-01-03,14905
2021-01-04,15189
2021-01-05,14684
2021-01-06,13867
2021-01-07,13171
2021-01-08,13088
2021-01-09,12635
2021-01-10,10870
2021-01-11,9013
2021-01-12,7910
2021-01-13,7985
2021-01-14,8121
2021-01-15,8121
2021-01-16,8301
2021-01-17,10098
2021-01-18,12555
2021-01-19,15032
2021-01-20,16853
2021-01-21,18628
2021-01-22,19311
2021-01-23,19928
2021-01-24,20854
2021-01-25,21352
2021-01-26,21259
2021-01-27,20969
2021-01-28,20577
2021-01-29,20453
2021-01-30,20183
2021-01-31,18916
2021-02-01,17227
2021-02-02,15515
2021-02-03,14013
2021-02-04,12704
2021-02-05,12065
2021-02-06,11516
2021-02-07,11351
2021-02-08,11452
2021-02-09,11990
2021-02-10,12500
2021-02-11,12864
2021-02-12,13093
2021-02-13,13325
2021-02-14,13672
2021-02-15,14218
2021-02-16,14679
2021-02-17,14594
2021-02-18,14527
2021-02-19,14547
2021-02-20,14586
2021-02-21,14818
2021-02-22,14952
2021-02-23,14717
2021-02-24,14494
2021-02-25,13953
2021-02-26,13598
2021-02-27,13234
2021-02-28,12200
2021-03-01,11241
2021-03-02,10553
2021-03-03,10303
2021-03-04,10305
2021-03-05,10267
2021-03-06,10233
2021-03-07,10376
2021-03-08,10392
2021-03-09,10574
2021-03-10,10358
2021-03-11,10206
2021-03-12,10185
2021-03-13,10137
2021-03-14,10226
2020-12-27,
2020-12-28,23
2020-12-29,20
2020-12-30,39
2020-12-31,134
2021-01-01,144
2021-01-02,226
2021-01-03,277
2021-01-04,435
2021-01-05,621
2021-01-06,763
2021-01-07,921
2021-01-08,1120
2021-01-09,1234
2021-01-10,1294
2021-01-11,1323
2021-01-12,1328
2021-01-13,1395
2021-01-14,1397
2021-01-15,1380
2021-01-16,1327
2021-01-17,1271
2021-01-18,1181
2021-01-19,1065
2021-01-20,915
2021-01-21,779
2021-01-22,631
2021-01-23,570
2021-01-24,563
2021-01-25,624
2021-01-26,736
2021-01-27,831
2021-01-28,968
2021-01-29,1136
2021-01-30,1258
2021-01-31,1319
2021-02-01,1358
2021-02-02,1376
2021-02-03,1443
2021-02-04,1474
2021-02-05,1494
2021-02-06,1461
2021-02-07,1417
2021-02-08,1371
2021-02-09,1320
2021-02-10,1256
2021-02-11,1180
2021-02-12,1102
2021-02-13,1046
2021-02-14,1018
2021-02-15,1009
2021-02-16,1020
2021-02-17,1038
2021-02-18,1074
2021-02-19,1119
2021-02-20,1178
2021-02-21,1229
2021-02-22,1329
2021-02-23,1412
2021-02-24,1510
2021-02-25,1599
2021-02-26,1698
2021-02-27,1811
2021-02-28,1875
2021-03-01,1942
2021-03-02,2067
2021-03-03,2214
2021-03-04,2370
2021-03-05,2525
2021-03-06,2638
2021-03-07,2689
2021-03-08,2784
2021-03-09,2847
2021-03-10,2897
2021-03-11,2935
2021-03-12,2929
2021-03-13,2907
2021-03-14,2899
2021-02-17,
2021-02-18,4
2021-02-19,19
2021-02-20,19
2021-02-21,19
2021-02-22,19
2021-02-23,19
2021-02-24,20
2021-02-25,24
2021-02-26,27
2021-02-27,25
2021-02-28,24
2021-03-01,22
2021-03-02,22
2021-03-03,22
2021-03-04,20
2021-03-05,20
2021-03-06,28
2021-03-07,36
2021-03-08,44
2021-03-09,82
2021-03-10,126
2021-03-11,160
2021-03-12,208
2021-01-24,
2021-01-25,4878
2021-01-26,4878
2021-01-27,4878
2021-01-28,4878
2021-01-29,4878
2021-01-30,4878
2021-01-31,4878
2021-02-01,5432
2021-02-02,5976
2021-02-03,6530
2021-02-04,7074
2021-02-05,7618
2021-02-06,8172
2021-02-07,8716
2021-02-08,8469
2021-02-09,8222
2021-02-10,7974
2021-02-11,7727
2021-02-12,7480
2021-02-13,7232
2021-02-14,6985
2021-02-15,6668
2021-02-16,6352
2021-02-17,6025
2021-02-18,5709
2021-02-19,5392
2021-02-20,5066
2021-02-21,4749
2021-02-22,4917
2021-02-23,5085
2021-02-24,5254
2021-02-25,5422
2021-02-26,5600
2021-02-27,5768
2021-02-28,5936
2021-03-01,6283
2021-03-02,6629
2021-03-03,6975
2021-03-04,7321
2021-03-05,7668
2021-03-06,8014
2021-03-07,8360
2021-01-12,
2021-01-13,267
2021-01-14,267
2021-01-15,267
2021-01-16,267
2021-01-17,267
2021-01-18,267
2021-01-19,267
2021-01-20,267
2021-01-21,267
2021-01-22,267
2021-01-23,267
2021-01-24,247
2021-01-25,226
2021-01-26,205
2021-01-27,185
2021-01-28,164
2021-01-29,143
2021-01-30,123
2021-01-31,123
2021-02-01,130
2021-02-02,138
2021-02-03,146
2021-02-04,154
2021-02-05,162
2021-02-06,170
2021-02-07,178
2021-02-08,178
2021-02-09,178
2021-02-10,178
2021-02-11,178
2021-02-12,178
2021-02-13,178
2021-02-14,178
2021-02-15,178
2021-02-16,178
2021-02-17,178
2021-02-18,178
2021-02-19,178
2021-02-20,178
2021-02-21,178
2021-02-22,178
2021-02-23,479
2021-02-24,781
2021-02-25,1082
2021-01-31,
2021-02-01,68
2021-02-02,68
2021-02-03,68
2021-02-04,68
2021-02-05,68
2021-02-06,68
2021-02-07,68
2021-02-08,68
2021-02-09,68
2021-02-10,68
2021-02-11,68
2021-02-12,63
2021-02-13,58
2021-02-14,53
2021-02-15,48
2021-02-16,44
2021-02-17,39
2021-02-18,34
2021-02-19,34
2021-02-20,34
2021-02-21,34
2021-02-22,34
2021-02-23,34
2021-02-24,34
2021-03-04,
2021-03-05,12
2021-03-06,12
2021-03-07,12
2021-03-08,12
2021-03-09,12
2021-03-10,12
2021-03-11,14
2021-03-12,16
2021-03-13,17
2021-03-14,19
2020-12-28,
2020-12-29,262
2020-12-30,262
2020-12-31,262
2021-01-01,262
2021-01-02,262
2021-01-03,262
2021-01-04,262
2021-01-05,262
2021-01-06,262
2021-01-07,262
2021-01-08,262
2021-01-09,262
2021-01-10,262
2021-01-11,262
2021-01-12,262
2021-01-13,262
2021-01-14,262
2021-01-15,262
2021-01-16,262
2021-01-17,262
2021-01-18,262
2021-01-19,262
2021-01-20,262
2021-01-21,262
2021-01-22,262
2021-01-23,262
2021-01-24,262
2021-01-25,262
2021-01-26,262
2021-01-27,459
2021-01-28,656
2021-01-29,852
2021-01-30,1049
2021-01-31,1246
2021-02-01,1442
2021-02-02,1639
2021-02-03,1639
2021-02-04,1639
2021-02-05,1639
2021-02-06,1639
2021-02-07,1639
2021-02-08,1639
2021-02-09,1639
2021-02-10,1639
2021-02-11,1639
2021-02-12,1639
2021-02-13,1639
2021-02-14,1639
2021-02-15,1639
2021-02-16,1700
2021-02-17,1760
2021-02-18,1821
2021-02-19,1881
2021-02-20,1942
2021-02-21,2002
2021-02-22,2063
2021-02-23,2063
2021-02-24,2063
2021-02-25,2063
2021-02-26,2063
2021-02-27,2063
2021-02-28,2063
2021-03-01,2063
2021-03-02,2063
2021-03-03,2063
2021-03-04,2063
2021-03-05,2063
2021-03-06,2063
2021-03-07,2063
2021-03-08,2063
2020-12-28,
2020-12-29,
2020-12-30,
2021-01-04,
2021-01-05,
2021-01-06,
2021-01-07,
2021-01-08,
2021-01-09,
2021-01-10,
2021-01-11,
2021-01-12,
2021-01-13,
2021-01-14,
2021-01-15,
2021-01-16,
2021-01-17,
2021-01-18,
2021-01-19,66
2021-01-20,125
2021-01-21,146
2021-01-22,162
2021-01-23,182
2021-01-24,202
2021-01-25,222
2021-01-26,220
2021-01-27,224
2021-01-28,261
2021-01-29,318
2021-01-30,321
2021-01-31,359
2021-02-01,397
2021-02-02,469
2021-02-03,530
2021-02-04,585
2021-02-05,638
2021-02-06,658
2021-02-07,610
2021-02-08,583
2021-02-09,460
2021-02-10,385
2021-02-11,406
2021-02-12,411
2021-02-13,398
2021-02-14,390
2021-02-15,425
2021-02-16,516
2021-02-17,619
2021-02-18,601
2021-02-19,573
2021-02-20,601
2021-02-21,697
2021-02-22,729
2021-02-23,805
2021-02-24,980
2021-02-25,1180
2021-02-26,1332
2021-02-27,1317
2021-02-28,1229
2021-03-01,1264
2021-03-02,1248
2021-03-03,1231
2021-03-04,1365
2021-03-05,1473
2021-03-06,1487
2021-03-07,1483
2021-03-08,1475
2021-03-09,1488
2021-03-10,1364
2021-03-11,1111
2021-03-12,1111
2021-03-13,1117
2021-03-14,1111
2021-02-13,
2021-02-14,7
2021-02-15,94
2021-02-16,160
2021-02-17,217
2021-02-18,281
2021-02-19,326
2021-02-20,279
2021-02-21,278
2021-02-22,351
2021-02-23,383
2021-02-24,407
2021-02-25,423
2021-02-26,453
2021-02-27,453
2021-02-28,571
2021-03-01,582
2021-03-02,545
2021-03-03,611
2021-03-04,579
2021-03-05,535
2021-03-06,539
2021-03-07,434
2021-03-08,380
2021-03-09,363
2021-03-10,683
2021-03-11,722
2021-03-12,740
2021-02-03,
2021-02-04,682
2021-02-05,682
2021-02-06,682
2021-02-07,682
2021-02-08,682
2021-02-09,682
2021-02-10,682
2021-02-11,734
2021-02-12,760
2021-02-13,813
2021-02-14,839
2021-02-15,1180
2021-02-16,1495
2021-02-17,1809
2021-02-18,1967
2021-02-19,2124
2021-02-20,2281
2021-02-21,2412
2021-02-22,2517
2021-02-23,2596
2021-02-24,2675
2021-02-25,2753
2021-02-26,2806
2021-02-27,2884
2021-02-28,2937
2021-03-01,2596
2021-03-02,2229
2021-03-03,1888
2021-03-04,2281
2021-03-05,2701
2021-03-06,3120
2021-03-07,3514
2020-12-27,
2020-12-28,1024
2020-12-29,1061
2020-12-30,894
2020-12-31,673
2021-01-01,539
2021-01-02,449
2021-01-03,385
2021-01-04,238
2021-01-05,115
2021-01-06,218
2021-01-07,435
2021-01-08,706
2021-01-09,722
2021-01-10,722
2021-01-11,838
2021-01-12,915
2021-01-13,1058
2021-01-14,1293
2021-01-15,1403
2021-01-16,1445
2021-01-17,1504
2021-01-18,1625
2021-01-19,1846
2021-01-20,1700
2021-01-21,1329
2021-01-22,968
2021-01-23,911
2021-01-24,854
2021-01-25,620
2021-01-26,453
2021-01-27,632
2021-01-28,922
2021-01-29,1324
2021-01-30,1356
2021-01-31,1354
2021-02-01,1502
2021-02-02,1542
2021-02-03,1537
2021-02-04,1682
2021-02-05,1640
2021-02-06,1645
2021-02-07,1650
2021-02-08,1638
2021-02-09,1585
2021-02-10,1551
2021-02-11,1509
2021-02-12,1511
2021-02-13,1496
2021-02-14,1613
2021-02-15,1596
2021-02-16,1474
2021-02-17,1583
2021-02-18,1702
2021-02-19,1869
2021-02-20,1898
2021-02-21,1920
2021-02-22,1941
2021-02-23,2365
2021-02-24,2545
2021-02-25,2571
2021-02-26,2545
2021-02-27,2529
2021-02-28,2406
2021-03-01,2657
2021-03-02,2691
2021-03-03,2703
2021-03-04,2880
2021-03-05,3082
2021-03-06,3078
2021-03-07,3057
2021-03-08,3128
2021-03-09,3259
2021-03-10,3436
2021-03-11,2699
2021-03-12,2849
2021-03-13,2907
2021-03-14,2908
2020-12-30,
2020-12-31,99
2021-01-01,99
2021-01-02,99
2021-01-03,99
2021-01-04,99
2021-01-05,99
2021-01-06,99
2021-01-07,99
2021-01-08,99
2021-01-09,99
2021-01-10,99
2021-01-11,99
2021-01-12,182
2021-01-13,283
2021-01-14,351
2021-01-15,377
2021-01-16,403
2021-01-17,428
2021-01-18,599
2021-01-19,666
2021-01-20,759
2021-01-21,835
2021-01-22,891
2021-01-23,946
2021-01-24,1000
2021-01-25,909
2021-01-26,965
2021-01-27,971
2021-01-28,1021
2021-01-29,1006
2021-01-30,994
2021-01-31,979
2021-02-01,1070
2021-02-02,1078
2021-02-03,1131
2021-02-04,1152
2021-02-05,1163
2021-02-06,1176
2021-02-07,1187
2021-02-08,1118
2021-02-09,1005
2021-02-10,1030
2021-02-11,1134
2021-02-12,1157
2021-02-13,1179
2021-02-14,1201
2021-02-15,1344
2021-02-16,1658
2021-02-17,1642
2021-02-18,1722
2021-02-19,1764
2021-02-20,1805
2021-02-21,1847
2021-02-22,1804
2021-02-23,1701
2021-02-24,1744
2021-02-25,1629
2021-02-26,1604
2021-02-27,1578
2021-02-28,1554
2021-03-01,1642
2021-03-02,1618
2021-03-03,1679
2021-03-04,1848
2021-03-05,1911
2021-03-06,1973
2021-03-07,2035
2021-03-08,1915
2021-03-09,1939
2021-03-10,2131
2021-03-11,2441
2021-02-08,
2021-02-09,916
2021-02-10,593
2021-02-11,485
2021-02-12,431
2021-02-13,400
2021-02-14,379
2021-02-15,363
2021-02-16,271
2021-02-17,271
2021-02-18,306
2021-02-19,343
2021-02-20,379
2021-02-21,416
2021-02-22,451
2021-02-23,1027
2021-02-24,1603
2021-02-25,1837
2021-02-26,2047
2021-02-27,2241
2021-02-28,2435
2021-03-01,2507
2021-03-02,2102
2021-03-03,1713
2021-03-04,1629
2021-03-05,1551
2021-03-06,1543
2021-03-07,1458
2021-03-08,1485
2021-03-09,1500
2021-03-10,1534
2021-03-11,1605
2021-03-12,1631
2021-03-13,1632
2021-02-23,
2021-02-24,28
2021-02-25,28
2021-02-26,28
2021-02-27,28
2021-02-28,89
2021-03-01,130
2021-03-02,235
2021-03-03,351
2021-03-04,432
2021-03-05,487
2021-03-06,547
2021-03-07,553
2021-03-08,623
2021-03-09,630
2021-03-10,634
2021-03-11,663
2021-03-12,719
2021-03-13,726
2021-02-02,
2021-02-03,1291
2021-02-04,2150
2021-02-05,2090
2021-02-06,2764
2021-02-07,3282
2021-02-08,3717
2021-02-09,4063
2021-02-10,4912
2021-02-11,5846
2021-02-12,6105
2021-02-13,6937
2021-02-14,7622
2021-02-15,8162
2021-02-16,8932
2021-02-17,9529
2021-02-18,10234
2021-02-19,9694
2021-02-20,9753
2021-02-21,9626
2021-02-22,9605
2021-02-23,9267
2021-02-24,9157
2021-02-25,9056
2021-02-26,9348
2021-02-27,9378
2021-02-28,9620
2021-03-01,9766
2021-03-02,10190
2021-03-03,10190
2021-03-04,10258
2021-03-05,10415
2021-03-06,10645
2021-03-07,10632
2021-03-08,10756
2021-03-09,11102
2021-03-10,12166
2021-03-11,13163
2021-03-12,13111
2021-03-13,13858
2021-03-14,14397
2021-01-17,
2021-01-18,2937
2021-01-19,2913
2021-01-20,2727
2021-01-21,2731
2021-01-22,2745
2021-01-23,2727
2021-01-24,2677
2021-01-25,2643
2021-01-26,2618
2021-01-27,2652
2021-01-28,2636
2021-01-29,2607
2021-01-30,2561
2021-01-31,2516
2021-02-01,2534
2021-02-02,2550
2021-02-03,2627
2021-02-04,2847
2021-02-05,3189
2021-02-06,3474
2021-02-07,3721
2021-02-08,3975
2021-02-09,4233
2021-02-10,4194
2021-02-11,4163
2021-02-12,4140
2021-02-13,4072
2021-02-14,4006
2021-02-15,4000
2021-02-16,4002
2021-02-17,4233
2021-02-18,4321
2021-02-19,4396
2021-02-20,4249
2021-02-21,4133
2021-02-22,4104
2021-02-23,4228
2021-02-24,4491
2021-02-25,4511
2021-02-26,4561
2021-02-27,4743
2021-02-28,4919
2021-03-01,5030
2021-03-02,4967
2021-03-03,4949
2021-03-04,5275
2021-03-05,5386
2021-03-06,5802
2021-03-07,5902
2021-03-08,6437
2021-03-09,6887
2021-03-10,7157
2021-03-11,7542
2021-03-12,7868
2021-03-13,7820
2021-01-25,
2021-01-26,24
2021-01-27,24
2021-01-28,24
2021-01-29,24
2021-01-30,24
2021-01-31,24
2021-02-01,24
2021-02-02,46
2021-02-03,68
2021-02-04,90
2021-02-05,112
2021-02-06,134
2021-02-07,156
2021-02-08,178
2021-02-09,178
2021-02-10,178
2021-02-11,178
2021-02-12,178
2021-02-13,178
2021-02-14,178
2021-02-15,178
2021-02-16,178
2021-02-17,178
2020-12-24,
2020-12-25,10
2020-12-26,10
2020-12-27,10
2020-12-28,13
2020-12-29,24
2020-12-30,29
2020-12-31,29
2021-01-01,31
2021-01-02,34
2021-01-03,37
2021-01-04,38
2021-01-05,33
2021-01-06,31
2021-01-07,33
2021-01-08,39
2021-01-09,43
2021-01-10,46
2021-01-11,48
2021-01-12,49
2021-01-13,154
2021-01-14,301
2021-01-15,388
2021-01-16,430
2021-01-17,433
2021-01-18,449
2021-01-19,449
2021-01-20,342
2021-01-21,246
2021-01-22,219
2021-01-23,172
2021-01-24,174
2021-01-25,169
2021-01-26,171
2021-01-27,172
2021-01-28,117
2021-01-29,53
2021-01-30,57
2021-01-31,48
2021-02-01,33
2021-02-02,28
2021-02-03,34
2021-02-04,41
2021-02-05,42
2021-02-06,44
2021-02-07,45
2021-02-08,47
2021-02-09,52
2021-02-10,42
2021-02-11,34
2021-02-12,28
2021-02-13,18
2021-02-14,27
2021-02-15,35
2021-02-16,212
2021-02-17,369
2021-02-18,657
2021-02-19,940
2021-02-20,1030
2021-02-21,1054
2021-02-22,1090
2021-02-23,981
2021-02-24,934
2021-02-25,854
2021-02-26,772
2021-02-27,806
2021-02-28,849
2021-03-01,879
2021-03-02,867
2021-03-03,812
2021-03-04,651
2021-03-05,511
2021-03-06,424
2021-03-07,375
2021-03-08,358
2021-03-09,573
2021-03-10,947
2021-03-11,1245
2021-03-12,1411
2021-03-13,1605
2021-03-14,1714
2021-03-05,
2021-03-06,129
2021-03-07,129
2021-03-08,129
2021-03-09,129
2021-03-10,129
2021-03-11,176
2021-03-12,195
2021-03-13,250
2020-12-30,
2020-12-31,3211
2021-01-01,3211
2021-01-02,3211
2021-01-03,3211
2021-01-04,3211
2021-01-05,3211
2021-01-06,3211
2021-01-07,3211
2021-01-08,3211
2021-01-09,3211
2021-01-10,3211
2021-01-11,3211
2021-01-12,3211
2021-01-13,3211
2021-01-14,3211
2021-01-15,3211
2021-01-16,3211
2021-01-17,3211
2021-01-18,3211
2021-02-22,
2021-02-23,316
2021-02-24,316
2021-02-25,316
2021-02-26,376
2021-02-27,415
2021-02-28,392
2021-03-01,376
2021-03-02,370
2021-03-03,405
2021-03-04,440
2021-03-05,428
2021-03-06,414
2021-03-07,442
2021-03-08,470
2021-03-09,499
2021-03-10,832
2021-03-11,1528
2021-03-12,2298
2021-03-13,2950
2021-03-14,3579
2021-02-20,
2021-02-21,355
2021-02-22,355
2021-02-23,355
2021-02-24,355
2021-02-25,355
2021-02-26,342
2021-02-27,312
2021-02-28,279
2021-03-01,247
2021-03-02,242
2021-03-03,236
2021-03-04,221
2021-03-05,218
2021-03-06,236
2021-03-07,291
2021-03-08,349
2021-03-09,322
2021-03-10,293
2021-03-11,274
2021-03-12,256
2021-03-13,267
2021-03-14,240
2021-02-08,
2021-02-09,8602
2021-02-10,8602
2021-02-11,8602
2021-02-12,8602
2021-02-13,8602
2021-02-14,8602
2021-02-15,8602
2021-02-16,8602
2021-02-17,8602
2021-02-18,8602
2021-02-19,8602
2021-02-20,8602
2021-02-21,8602
2021-02-22,8602
2021-02-23,8602
2021-01-28,
2021-01-29,1219
2021-01-30,1219
2021-01-31,1138
2021-02-01,1355
2021-02-02,1394
2021-02-03,1393
2021-02-04,1361
2021-02-05,1406
2021-02-06,1447
2021-02-07,1475
2021-02-08,1355
2021-02-09,1385
2021-02-10,1694
2021-02-11,1949
2021-02-12,2724
2021-02-13,3578
2021-02-14,4028
2021-02-15,4478
2021-02-16,4989
2021-02-17,5167
2021-02-18,5333
2021-02-19,4838
2021-02-20,4152
2021-02-21,3757
2021-02-22,3362
2021-02-23,2953
2021-02-24,3359
2021-02-25,3758
2021-02-26,4111
2021-02-27,4399
2021-02-28,4572
2021-03-01,4745
2021-03-02,4970
2021-03-03,4478
2021-03-04,3983
2021-03-05,3690
2021-03-06,3463
2021-03-07,3302
2021-03-08,3141
2021-03-09,3030
2021-03-10,3206
2021-03-11,3365
2021-03-12,3934
2021-03-13,4606
2021-01-26,
2021-01-27,70
2021-01-28,187
2021-01-29,226
2021-01-30,246
2021-01-31,257
2021-02-01,265
2021-02-02,271
2021-01-26,
2021-01-27,647
2021-01-28,647
2021-01-29,647
2021-01-30,647
2021-01-31,647
2021-02-01,647
2021-02-02,629
2021-02-03,611
2021-02-04,592
2021-02-05,574
2021-02-06,557
2021-02-07,539
2021-02-08,521
2021-02-09,522
2021-02-10,522
2021-02-11,523
2021-02-12,523
2021-02-13,523
2021-02-14,523
2021-02-15,523
2021-02-16,523
2021-02-17,523
2021-02-18,523
2021-02-19,523
2021-02-20,523
2021-01-17,
2021-01-18,580
2021-01-19,580
2021-01-20,580
2021-01-21,580
2021-01-22,580
2021-01-23,580
2021-01-24,580
2021-01-25,732
2021-01-26,884
2021-01-27,1035
2021-01-28,1187
2021-01-29,1338
2021-01-30,1490
2021-01-31,1642
2021-02-01,1678
2021-02-02,1715
2021-02-03,1751
2021-02-04,1788
2021-02-05,1825
2021-02-06,1861
2021-02-07,1898
2021-02-08,1879
2021-02-09,1861
2021-02-10,1843
2021-02-11,1825
2021-02-12,1806
2021-02-13,1788
2021-02-14,1770
2021-02-15,1792
2021-02-16,1814
2021-02-17,1835
2021-02-18,1857
2021-02-19,1879
2021-02-20,1901
2021-02-21,1923
2021-02-22,2032
2021-02-23,2141
2021-02-24,2251
2021-02-25,2360
2021-02-26,2469
2021-02-27,2578
2021-02-28,2688
2021-03-01,2641
2021-03-02,2595
2021-03-03,2549
2021-03-04,2502
2021-03-05,2456
2021-03-06,2409
2021-03-07,2363
2021-02-18,
2021-02-19,6
2021-02-20,10
2021-02-21,22
2021-02-22,29
2021-02-23,32
2021-02-24,35
2021-02-25,33
2021-02-26,36
2021-02-27,38
2021-02-28,35
2021-03-01,106
2021-03-02,178
2021-03-03,250
2021-03-04,282
2021-03-05,315
2021-03-06,347
2021-03-07,380
2021-03-08,338
2021-03-09,296
2021-03-10,254
2021-01-14,
2021-01-15,2601
2021-01-16,2601
2021-01-17,2601
2021-01-18,2601
2021-01-19,2601
2021-01-20,3043
2021-01-21,3359
2021-01-22,3739
2020-12-13,
2020-12-14,939
2020-12-15,939
2020-12-16,939
2020-12-17,939
2020-12-18,939
2020-12-19,939
2020-12-20,939
2020-12-21,966
2020-12-22,993
2020-12-23,1020
2020-12-24,1047
2020-12-25,1074
2020-12-26,1101
2020-12-27,1127
2020-12-28,1085
2020-12-29,1041
2020-12-30,998
2020-12-31,955
2021-01-01,911
2021-01-02,869
2021-01-03,825
2021-01-04,1246
2021-01-05,1667
2021-01-06,2088
2021-01-07,2509
2021-01-08,2930
2021-01-09,3351
2021-01-10,3772
2021-01-11,3801
2021-01-12,4000
2021-01-13,4400
2021-01-14,4776
2021-01-15,4504
2021-01-16,4206
2021-01-17,4133
2021-01-18,4146
2021-01-19,3858
2021-01-20,3382
2021-01-21,2996
2021-01-22,2991
2021-01-23,2849
2021-01-24,2687
2021-01-25,2390
2021-01-26,2312
2021-01-27,2465
2021-01-28,3520
2021-01-29,3861
2021-01-30,4571
2021-01-31,4833
2021-02-01,5447
2021-02-02,6093
2021-02-03,6794
2021-02-04,6117
2021-02-05,6654
2021-02-06,6352
2021-02-07,6376
2021-02-08,6554
2021-02-09,6760
2021-02-10,6987
2021-02-11,7596
2021-02-12,7566
2021-02-13,7314
2021-02-14,7190
2021-02-15,7055
2021-02-16,6507
2021-02-17,5710
2021-02-18,4870
2021-02-19,4297
2021-02-20,4281
2021-02-21,4721
2021-02-22,4564
2021-02-23,4669
2021-02-24,4952
2021-02-25,5323
2021-02-26,5630
2021-02-27,5797
2021-02-28,5263
2021-03-01,5549
2021-03-02,5530
2021-03-03,5555
2021-03-04,5485
2021-03-05,5358
2021-03-06,5393
2021-03-07,5512
2021-03-08,5157
2021-03-09,4915
2021-03-10,4435
2021-03-11,4091
2021-03-12,3938
2021-03-13,3957
2020-12-27,
2020-12-28,111
2020-12-29,154
2020-12-30,129
2020-12-31,100
2021-01-01,80
2021-01-02,67
2021-01-03,57
2021-01-04,42
2021-01-05,103
2021-01-06,330
2021-01-07,501
2021-01-08,543
2021-01-09,547
2021-01-10,550
2021-01-11,559
2021-01-12,582
2021-01-13,601
2021-01-14,651
2021-01-15,726
2021-01-16,742
2021-01-17,749
2021-01-18,781
2021-01-19,810
2021-01-20,835
2021-01-21,839
2021-01-22,808
2021-01-23,798
2021-01-24,791
2021-01-25,765
2021-01-26,740
2021-01-27,955
2021-01-28,1188
2021-01-29,1256
2021-01-30,1255
2021-01-31,1257
2021-02-01,1255
2021-02-02,1389
2021-02-03,1771
2021-02-04,2222
2021-02-05,2474
2021-02-06,2506
2021-02-07,2518
2021-02-08,2533
2021-02-09,2514
2021-02-10,2466
2021-02-11,2331
2021-02-12,2230
2021-02-13,2221
2021-02-14,2208
2021-02-15,2222
2021-02-16,2204
2021-02-17,2212
2021-02-18,2212
2021-02-19,2314
2021-02-20,2300
2021-02-21,2301
2021-02-22,2331
2021-02-23,2405
2021-02-24,2432
2021-02-25,2604
2021-02-26,2674
2021-02-27,2674
2021-02-28,2688
2021-03-01,2773
2021-03-02,2859
2021-03-03,2921
2021-03-04,2875
2021-03-05,2874
2021-03-06,2877
2021-03-07,2861
2021-03-08,2832
2021-03-09,2882
2021-03-10,2930
2021-03-11,2719
2020-12-28,
2020-12-29,322
2020-12-30,326
2020-12-31,313
2021-01-01,252
2021-01-02,216
2021-01-03,232
2021-01-04,252
2021-01-05,263
2021-01-06,251
2021-01-07,235
2021-01-08,227
2021-01-09,218
2021-01-10,198
2021-01-11,211
2021-01-12,221
2021-01-13,245
2021-01-14,260
